Parameters (omega ignored when numberOfElectrons = 1):
n: 200
numberOfElectrons: 2
rhoFinal: 5
omega: 1
Tolerance: 1e-10
Iterations needed: 71284
Calculation time; 2.8254

Eigenvalues--- ---First Eigenvector--- ---Second--- ---Third
973.605 0.139003 -0.0140631 -0.0683513
1009.66 0.138033 -0.0073428 -0.0739319
1046.25 0.136926 -0.000597483 -0.0790802
1083.37 0.135686 0.00614985 -0.0837684
1121 0.13432 0.0128766 -0.0879721
1159.15 0.132832 0.0195608 -0.09167
1197.8 0.13123 0.0261811 -0.0948441
1236.94 0.129519 0.0327166 -0.0974797
1276.56 0.127706 0.0391475 -0.0995654
1316.66 0.125796 0.0454547 -0.101093
1357.21 0.123797 0.05162 -0.102059
1398.22 0.121715 0.0576265 -0.102461
1439.67 0.119556 0.0634578 -0.102301
1481.56 0.117326 0.069099 -0.101585
1523.86 0.115032 0.0745362 -0.100321
1566.58 0.112681 0.0797567 -0.0985203
1609.7 0.110278 0.0847489 -0.0961968
1653.21 0.107831 0.0895024 -0.0933673
1697.1 0.105344 0.094008 -0.0900513
1741.36 0.102824 0.0982579 -0.0862702
1785.98 0.100277 0.102245 -0.0820479
1830.94 0.097708 0.105965 -0.0774101
1876.25 0.0951233 0.109411 -0.0723842
1921.87 0.0925279 0.112583 -0.0669991
1967.82 0.0899271 0.115476 -0.0612852
2014.06 0.0873258 0.118091 -0.0552737
2060.6 0.0847288 0.120428 -0.0489968
2107.42 0.0821407 0.122487 -0.0424875
2154.51 0.0795658 0.124272 -0.035779
2201.85 0.0770082 0.125784 -0.0289047
2249.45 0.074472 0.127028 -0.0218983
2297.27 0.0719607 0.12801 -0.014793
2345.32 0.0694779 0.128733 -0.00762184
2393.58 0.0670267 0.129206 -0.000417169
2442.04 0.0646103 0.129434 0.0067893
2490.69 0.0622314 0.129426 0.0139668
2539.51 0.0598925 0.12919 0.0210855
2588.5 0.0575961 0.128735 0.0281169
2637.64 0.0553441 0.128069 0.0350337
2686.92 0.0531386 0.127202 0.04181
2736.32 0.0509813 0.126144 0.0484214
2785.84 0.0488735 0.124906 0.0548451
2835.47 0.0468167 0.123497 0.06106
2885.18 0.0448119 0.121928 0.0670465
2934.98 0.0428601 0.120209 0.0727872
2984.84 0.0409619 0.118352 0.078266
3034.76 0.039118 0.116367 0.0834689
3084.72 0.0373287 0.114264 0.0883836
3134.71 0.0355943 0.112054 0.0929997
3184.72 0.033915 0.109748 0.0973084
3234.73 0.0322905 0.107355 0.101303
3284.74 0.0307209 0.104886 0.104978
3334.73 0.0292057 0.10235 0.10833
3384.69 0.0277446 0.099758 0.111357
3434.61 0.026337 0.0971179 0.114059
3484.47 0.0249823 0.0944391 0.116437
3534.26 0.0236798 0.0917304 0.118494
3583.98 0.0224286 0.0889998 0.120232
3633.6 0.021228 0.0862555 0.121659
3683.12 0.0200769 0.0835049 0.12278
3732.53 0.0189744 0.0807552 0.123602
3781.81 0.0179193 0.0780131 0.124133
3830.94 0.0169106 0.0752852 0.124384
3879.93 0.0159471 0.0725773 0.124364
3928.75 0.0150276 0.0698949 0.124085
3977.4 0.014151 0.0672434 0.123557
4025.85 0.0133158 0.0646275 0.122792
4074.11 0.0125209 0.0620514 0.121803
4122.16 0.0117651 0.0595193 0.120603
4169.98 0.0110469 0.0570348 0.119205
4217.57 0.0103652 0.054601 0.117622
4264.92 0.00971857 0.0522209 0.115866
4312 0.00910582 0.049897 0.113953
4358.82 0.00852565 0.0476314 0.111895
4405.36 0.00797677 0.0454262 0.109704
4451.6 0.00745795 0.0432827 0.107395
4497.54 0.00696795 0.0412023 0.10498
4543.17 0.00650555 0.0391859 0.102472
4588.46 0.00606956 0.0372342 0.0998831
4633.43 0.0056588 0.0353478 0.0972249
4678.04 0.00527214 0.0335268 0.0945092
4722.3 0.00490846 0.0317712 0.091747
4766.19 0.00456666 0.0300809 0.088949
4809.69 0.0042457 0.0284553 0.0861254
4852.81 0.00394454 0.026894 0.0832859
4895.52 0.0036622 0.0253962 0.0804396
4937.82 0.00339769 0.0239611 0.0775951
4979.7 0.0031501 0.0225875 0.0747606
5021.15 0.00291853 0.0212744 0.0719436
5062.15 0.0027021 0.0200206 0.0691512
5102.71 0.0025 0.0188246 0.0663899
5142.8 0.00231141 0.0176851 0.0636655
5182.41 0.00213557 0.0166006 0.0609836
5221.55 0.00197175 0.0155696 0.0583491
5260.19 0.00181924 0.0145904 0.0557664
5298.34 0.00167738 0.0136615 0.0532395
5335.97 0.00154551 0.0127811 0.0507718
5373.08 0.00142303 0.0119476 0.0483662
5409.66 0.00130936 0.0111592 0.0460255
5445.71 0.00120395 0.0104144 0.0437517
5481.21 0.00110626 0.00971136 0.0415465
5516.16 0.00101581 0.00904842 0.0394115
5550.54 0.000932109 0.0084239 0.0373475
5584.35 0.000854724 0.00783615 0.0353553
5617.58 0.000783227 0.00728354 0.0334353
5650.22 0.000717222 0.00676445 0.0315875
5682.26 0.00065633 0.00627731 0.0298117
5713.7 0.000600198 0.00582058 0.0281075
5744.53 0.000548491 0.00539277 0.0264743
5774.74 0.000500897 0.0049924 0.0249112
5804.32 0.000457119 0.00461806 0.023417
5833.27 0.000416881 0.00426837 0.0219907
5861.58 0.000379925 0.00394199 0.0206308
5889.24 0.000346006 0.00363765 0.0193358
5916.24 0.000314897 0.0033541 0.018104
5942.58 0.000286387 0.00309015 0.0169339
5968.26 0.000260276 0.00284465 0.0158235
5993.26 0.000236379 0.00261651 0.0147709
6017.58 0.000214525 0.00240467 0.0137744
6041.21 0.000194551 0.00220812 0.0128318
6064.15 0.000176309 0.00202592 0.0119412
6086.4 0.000159659 0.00185714 0.0111005
6107.94 0.000144473 0.00170091 0.0103077
6128.77 0.00013063 0.0015564 0.00956084
6148.89 0.000118019 0.00142283 0.00885778
6168.29 0.000106538 0.00129945 0.00819653
6186.96 9.60915e-05 0.00118556 0.00757508
6204.91 8.65904e-05 0.00108048 0.00699145
6222.13 7.79536e-05 0.000983585 0.00644371
6238.6 7.01056e-05 0.000894278 0.00592992
6254.34 6.29768e-05 0.000811992 0.0054482
6269.33 5.65029e-05 0.000736196 0.00499672
6283.57 5.06247e-05 0.000666388 0.00457368
6297.06 4.52872e-05 0.000602094 0.00417732
6309.79 4.04399e-05 0.000542869 0.00380591
6321.76 3.60362e-05 0.000488291 0.00345779
6332.96 3.20329e-05 0.000437965 0.00313132
6343.4 2.83902e-05 0.000391514 0.00282492
6353.06 2.50713e-05 0.000348586 0.00253704
6361.95 2.20419e-05 0.000308844 0.00226615
6370.05 1.92704e-05 0.000271972 0.00201078
6377.36 1.67271e-05 0.000237667 0.00176947
6383.86 1.43845e-05 0.000205641 0.00154081
6389.55 1.22165e-05 0.000175617 0.00132338
6394.37 1.01987e-05 0.000147329 0.00111581
6398.25 8.30788e-06 0.00012052 0.000916715
6401.09 6.5217e-06 9.49392e-05 0.000724721
6404.14 4.81867e-06 7.03406e-05 0.000538454
6408.67 3.17783e-06 4.64804e-05 0.000356523
6415.27 1.57849e-06 2.31153e-05 0.000177519
