Parameters (omega ignored when numberOfElectrons = 1):
n: 200
numberOfElectrons: 2
rhoFinal: 5
omega: 10
Tolerance: 1e-10
Iterations needed: 67973
Calculation time; 2.55869

Eigenvalues--- ---First Eigenvector--- ---Second--- ---Third
6536.17 -4.34971e-15 -1.10446e-17 2.49959e-15
6564.83 -7.59593e-15 4.98282e-15 -1.76968e-16
6594.81 -5.85652e-15 7.27971e-15 6.28372e-15
6626.06 2.64959e-16 3.95901e-15 5.93693e-15
6658.56 1.5677e-15 3.61966e-15 5.32483e-15
6692.31 5.54952e-15 1.33385e-15 1.75147e-15
6727.29 1.14309e-14 1.68309e-15 -2.07213e-15
6763.51 1.00659e-14 -3.07831e-15 -4.13226e-15
6800.98 5.37524e-15 2.19914e-15 9.19275e-16
6839.72 9.12377e-16 4.73698e-15 5.36033e-15
6879.76 -2.53855e-15 9.01024e-16 7.62134e-15
6921.11 -4.67655e-15 2.33865e-15 -1.63345e-15
6963.83 -8.16579e-15 1.96758e-15 -1.27914e-16
7007.94 -9.52094e-15 -6.09517e-16 9.46066e-17
7053.5 -6.39174e-15 -3.20077e-15 2.96634e-16
7100.57 -5.06529e-15 -1.02277e-15 -1.1979e-15
7149.21 -6.57942e-15 7.59511e-17 2.16991e-15
7199.49 -5.39169e-15 8.37884e-16 -3.71773e-15
7251.51 -1.25171e-15 1.21351e-16 -4.79418e-15
7305.35 2.26432e-15 3.27243e-15 1.89733e-15
7361.14 2.36503e-17 7.40591e-15 3.56084e-15
7419.01 -5.02615e-15 1.72925e-15 3.44305e-15
7479.11 -1.4358e-15 2.79614e-15 -4.04394e-15
7541.62 1.0278e-15 2.93353e-15 -5.94451e-15
7606.75 -7.37491e-15 -1.73415e-15 -1.43375e-15
7674.78 -8.66551e-15 -1.4384e-16 7.04164e-15
7746.01 -2.77618e-15 -2.2208e-15 6.46194e-15
7820.85 -4.80411e-15 -1.55077e-15 4.52324e-15
7899.78 -8.12463e-15 3.41822e-16 8.37538e-15
7983.48 -7.8609e-15 -2.25285e-15 4.22742e-15
8072.81 -6.38007e-15 4.62464e-16 -2.80381e-15
8169.04 -2.64166e-15 2.03739e-15 -6.53423e-15
8274.06 -2.17319e-15 1.56316e-16 -4.80168e-15
8390.99 -4.28952e-15 -6.57057e-16 -9.98178e-16
8525.83 -8.32013e-16 -5.54534e-16 -4.81538e-15
8694.17 3.10723e-15 1.13076e-15 -4.01075e-15
