Parameters (omega ignored when numberOfElectrons = 1):
n: 200
numberOfElectrons: 2
rhoFinal: 5
omega: 0.01
Tolerance: 1e-10
Iterations needed: 71605
Calculation time; 2.90168

Eigenvalues--- ---First Eigenvector--- ---Second--- ---Third
2876.77 0.0967302 0.0500582 -0.083126
2926.56 0.0973477 0.0471277 -0.0856604
2976.42 0.0979402 0.0441462 -0.0879925
3026.34 0.098507 0.0411167 -0.0901168
3076.3 0.099048 0.0380425 -0.0920279
3126.29 0.0995625 0.0349267 -0.093721
3176.3 0.10005 0.0317728 -0.0951919
3226.32 0.100511 0.028584 -0.0964368
3276.33 0.100944 0.0253638 -0.0974527
3326.32 0.10135 0.0221157 -0.0982367
3376.28 0.101727 0.0188431 -0.0987869
3426.19 0.102075 0.0155497 -0.0991017
3476.05 0.102395 0.0122391 -0.0991801
3525.85 0.102685 0.00891492 -0.0990216
3575.56 0.102946 0.0055808 -0.0986266
3625.19 0.103178 0.00224045 -0.0979956
3674.71 0.103379 -0.0011024 -0.09713
3724.11 0.103549 -0.00444402 -0.0960317
3773.39 0.103689 -0.00778065 -0.0947031
3822.53 0.103798 -0.0111085 -0.0931472
3871.51 0.103876 -0.0144239 -0.0913675
3920.34 0.103923 -0.0177231 -0.0893682
3968.98 0.103938 -0.0210022 -0.0871539
4017.44 0.103922 -0.0242576 -0.0847297
4065.7 0.103873 -0.0274855 -0.0821013
4113.75 0.103792 -0.0306823 -0.079275
4161.57 0.10368 -0.0338441 -0.0762574
4209.16 0.103534 -0.0369675 -0.0730555
4256.5 0.103356 -0.0400487 -0.0696772
4303.59 0.103146 -0.0430842 -0.0661303
4350.41 0.102902 -0.0460705 -0.0624234
4396.94 0.102626 -0.0490041 -0.0585654
4443.19 0.102317 -0.0518814 -0.0545654
4489.13 0.101975 -0.0546993 -0.0504331
4534.75 0.1016 -0.0574542 -0.0461784
4580.05 0.101192 -0.0601431 -0.0418116
4625.02 0.10075 -0.0627626 -0.0373433
4669.63 0.100276 -0.0653097 -0.0327841
4713.89 0.0997683 -0.0677814 -0.0281452
4757.77 0.0992277 -0.0701747 -0.0234379
4801.28 0.098654 -0.0724866 -0.0186734
4844.4 0.0980474 -0.0747146 -0.0138634
4887.11 0.0974079 -0.0768558 -0.00901968
4929.41 0.0967355 -0.0789077 -0.00415392
4971.29 0.0960305 -0.0808677 0.000721973
5012.74 0.0952928 -0.0827336 0.00559611
5053.75 0.0945226 -0.0845029 0.0104566
5094.3 0.0937201 -0.0861736 0.0152915
5134.39 0.0928854 -0.0877436 0.020089
5174 0.0920186 -0.089211 0.0248373
5213.14 0.0911201 -0.0905738 0.0295248
5251.78 0.0901899 -0.0918305 0.0341401
5289.93 0.0892283 -0.0929794 0.0386716
5327.56 0.0882355 -0.0940191 0.0431083
5364.67 0.0872118 -0.0949482 0.0474393
5401.26 0.0861574 -0.0957656 0.0516539
5437.3 0.0850726 -0.0964701 0.0557417
5472.81 0.0839576 -0.0970609 0.0596925
5507.75 0.0828129 -0.0975371 0.0634966
5542.13 0.0816387 -0.0978981 0.0671447
5575.94 0.0804353 -0.0981433 0.0706276
5609.17 0.0792031 -0.0982723 0.0739367
5641.82 0.0779424 -0.098285 0.0770638
5673.86 0.0766537 -0.0981811 0.0800011
5705.3 0.0753372 -0.0979607 0.0827413
5736.13 0.0739935 -0.097624 0.0852776
5766.34 0.0726228 -0.0971712 0.0876036
5795.92 0.0712258 -0.0966028 0.0897136
5824.87 0.0698027 -0.0959195 0.0916021
5853.18 0.068354 -0.0951218 0.0932646
5880.84 0.0668802 -0.0942108 0.0946967
5907.85 0.0653819 -0.0931873 0.0958949
5934.19 0.0638594 -0.0920525 0.0968561
5959.87 0.0623133 -0.0908077 0.0975779
5984.87 0.0607441 -0.0894543 0.0980584
6009.19 0.0591523 -0.0879938 0.0982962
6032.83 0.0575384 -0.0864279 0.0982908
6055.77 0.0559031 -0.0847585 0.0980421
6078.02 0.0542469 -0.0829874 0.0975505
6099.56 0.0525704 -0.0811166 0.0968173
6120.39 0.050874 -0.0791485 0.0958442
6140.52 0.0491585 -0.0770852 0.0946334
6159.92 0.0474245 -0.0749291 0.093188
6178.6 0.0456725 -0.0726829 0.0915114
6196.55 0.0439032 -0.0703492 0.0896078
6213.77 0.0421172 -0.0679307 0.0874817
6230.25 0.0403152 -0.0654303 0.0851384
6246 0.0384978 -0.0628509 0.0825836
6261 0.0366658 -0.0601956 0.0798237
6275.25 0.0348196 -0.0574676 0.0768654
6288.75 0.0329601 -0.0546702 0.073716
6301.49 0.031088 -0.0518066 0.0703833
6313.48 0.0292039 -0.0488803 0.0668756
6324.7 0.0273085 -0.0458948 0.0632014
6335.16 0.0254025 -0.0428537 0.05937
6344.86 0.0234867 -0.0397606 0.0553907
6353.78 0.0215618 -0.0366193 0.0512735
6361.93 0.0196286 -0.0334336 0.0470286
6369.31 0.0176877 -0.0302072 0.0426665
6375.92 0.0157398 -0.0269442 0.0381981
6381.74 0.0137859 -0.0236483 0.0336345
6386.78 0.0118265 -0.0203238 0.028987
6391.04 0.00986257 -0.0169744 0.0242671
6394.52 0.00789471 -0.0136044 0.0194868
6397.2 0.00592376 -0.0102179 0.0146578
6399.08 0.00395047 -0.00681885 0.00979226
6400.17 0.00197563 -0.0034115 0.00490225
