Parameters (omega ignored when numberOfElectrons = 1):
n: 200
numberOfElectrons: 2
rhoFinal: 5
omega: 2.5
Tolerance: 1e-10
Iterations needed: 70612
Calculation time; 2.8337

Eigenvalues--- ---First Eigenvector--- ---Second--- ---Third
3776.66 0.000119472 0.00153789 0.010063
3825.93 0.000101543 0.00133237 0.00891235
3875.07 8.61614e-05 0.00115217 0.00787628
3924.05 7.29891e-05 0.000994495 0.00694576
3972.86 6.17285e-05 0.000856814 0.00611215
4021.5 5.21191e-05 0.000736836 0.00536724
4069.95 4.39332e-05 0.000632497 0.00470323
4118.21 3.6972e-05 0.00054194 0.00411277
4166.25 3.10626e-05 0.000463501 0.00358899
4214.07 2.60549e-05 0.000395695 0.00312546
4261.65 2.18186e-05 0.000337196 0.00271621
4308.99 1.82412e-05 0.000286826 0.00235575
4356.07 1.52253e-05 0.000243541 0.00203898
4402.87 1.26873e-05 0.000206416 0.00176124
4449.4 1.05551e-05 0.000174636 0.00151829
4495.64 8.76682e-06 0.000147485 0.00130623
4541.57 7.26965e-06 0.000124332 0.00112156
4587.19 6.01834e-06 0.000104628 0.000961088
4632.48 4.97429e-06 8.78899e-05 0.000821955
4677.44 4.10466e-06 7.36987e-05 0.000701585
4722.04 3.38155e-06 6.16895e-05 0.000597673
4766.29 2.7813e-06 5.15461e-05 0.000508161
4810.17 2.28388e-06 4.29947e-05 0.000431217
4853.66 1.87238e-06 3.57989e-05 0.000365217
4896.77 1.53252e-06 2.97551e-05 0.000308724
4939.47 1.25232e-06 2.46884e-05 0.00026047
4981.76 1.0217e-06 2.04486e-05 0.000219338
5023.63 8.32191e-07 1.69074e-05 0.00018435
5065.07 6.76739e-07 1.39551e-05 0.000154649
5106.06 5.49434e-07 1.14983e-05 0.000129489
5146.6 4.45356e-07 9.45758e-06 0.000108217
5186.68 3.60411e-07 7.76558e-06 9.02702e-05
5226.28 2.91196e-07 6.36525e-06 7.51585e-05
5265.4 2.34894e-07 5.20843e-06 6.24598e-05
5304.03 1.89173e-07 4.25451e-06 5.18101e-05
5342.16 1.52105e-07 3.46932e-06 4.28964e-05
5379.77 1.22104e-07 2.82417e-06 3.54505e-05
5416.87 9.78623e-08 2.29505e-06 2.9243e-05
5453.43 7.83073e-08 1.86187e-06 2.40781e-05
5489.46 6.2559e-08 1.50787e-06 1.9789e-05
5524.94 4.98975e-08 1.21908e-06 1.62341e-05
5559.86 3.97347e-08 9.83927e-07 1.32935e-05
5594.22 3.15909e-08 7.92778e-07 1.08657e-05
5628 2.5076e-08 6.37677e-07 8.86519e-06
5661.21 1.98727e-08 5.12049e-07 7.21985e-06
5693.82 1.57238e-08 4.10473e-07 5.86924e-06
5725.83 1.24212e-08 3.2849e-07 4.76267e-06
5757.24 9.79657e-09 2.62435e-07 3.85777e-06
5788.04 7.71415e-09 2.09309e-07 3.11918e-06
5818.21 6.06465e-09 1.66656e-07 2.51748e-06
5847.75 4.76025e-09 1.32471e-07 2.0282e-06
5876.66 3.73042e-09 1.0512e-07 1.6311e-06
5904.92 2.91873e-09 8.32764e-08 1.30941e-06
5932.53 2.28e-09 6.58608e-08 1.04929e-06
5959.48 1.7782e-09 5.19998e-08 8.39355e-07
5985.77 1.38463e-09 4.09872e-08 6.70231e-07
6011.38 1.07644e-09 3.22527e-08 5.34236e-07
6036.31 8.35515e-10 2.53371e-08 4.25084e-07
6060.56 6.47481e-10 1.9871e-08 3.37636e-07
6084.11 5.00968e-10 1.55582e-08 2.67707e-07
6106.96 3.86999e-10 1.21611e-08 2.11887e-07
6129.11 2.98484e-10 9.48986e-09 1.67413e-07
6150.54 2.29839e-10 7.39307e-09 1.32041e-07
6171.25 1.7671e-10 5.74998e-09 1.03961e-07
6191.24 1.35641e-10 4.46463e-09 8.17099e-08
6210.49 1.03947e-10 3.46086e-09 6.41092e-08
6229 7.95357e-11 2.67832e-09 5.02121e-08
6246.76 6.07637e-11 2.06928e-09 3.92592e-08
6263.76 4.6344e-11 1.59608e-09 3.06422e-08
6279.99 3.52848e-11 1.22904e-09 2.38751e-08
6295.45 2.68262e-11 9.44828e-10 1.85701e-08
6310.12 2.03501e-11 7.2514e-10 1.44189e-08
6323.99 1.54136e-11 5.55613e-10 1.11762e-08
6337.05 1.16567e-11 4.25012e-10 8.64766e-09
6349.26 8.80682e-12 3.24561e-10 6.67949e-09
6360.61 6.64892e-12 2.47436e-10 5.15015e-09
6371.06 5.01465e-12 1.88308e-10 3.96382e-09
6380.54 3.77229e-12 1.4306e-10 3.04509e-09
6388.97 2.83461e-12 1.0849e-10 2.33473e-09
6396.15 2.12142e-12 8.21189e-11 1.7863e-09
6402.04 1.57743e-12 6.20314e-11 1.3634e-09
6408.24 1.17661e-12 4.67191e-11 1.03759e-09
6415.97 8.71136e-13 3.50694e-11 7.86635e-10
6425.15 6.45142e-13 2.61953e-11 5.93161e-10
6435.73 4.69035e-13 1.9408e-11 4.43591e-10
6447.85 3.36376e-13 1.42069e-11 3.27259e-10
6461.74 2.32136e-13 1.01644e-11 2.3576e-10
6477.88 1.47157e-13 6.96792e-12 1.62366e-10
6497.23 8.92926e-14 4.34835e-12 1.01602e-10
6522.29 3.70255e-14 2.0803e-12 4.88522e-11
