100 0.00990099 -3.08804
0 0 0
0.0842968 -3.08804 0.0842968
0.159715 -3.08804 0.159715
0.227091 -3.08804 0.227091
0.287183 -3.08804 0.287183
0.340678 -3.08804 0.340678
0.388198 -3.08804 0.388198
0.430306 -3.08804 0.430306
0.467511 -3.08804 0.467511
0.500278 -3.08804 0.500278
0.529022 -3.08804 0.529022
0.554125 -3.08804 0.554125
0.575929 -3.08804 0.575929
0.594745 -3.08804 0.594745
0.610854 -3.08804 0.610854
0.624513 -3.08804 0.624513
0.635951 -3.08804 0.635951
0.645379 -3.08804 0.645379
0.652985 -3.08804 0.652985
0.658942 -3.08804 0.658942
0.663405 -3.08804 0.663405
0.666515 -3.08804 0.666515
0.668399 -3.08804 0.668399
0.669173 -3.08804 0.669173
0.668941 -3.08804 0.668941
0.667799 -3.08804 0.667799
0.665831 -3.08804 0.665831
0.663117 -3.08804 0.663117
0.659726 -3.08804 0.659726
0.655722 -3.08804 0.655722
0.651164 -3.08804 0.651164
0.646102 -3.08804 0.646102
0.640585 -3.08804 0.640585
0.634655 -3.08804 0.634655
0.628352 -3.08804 0.628352
0.621711 -3.08804 0.621711
0.614763 -3.08804 0.614763
0.607537 -3.08804 0.607537
0.600061 -3.08804 0.600061
0.592356 -3.08804 0.592356
0.584445 -3.08804 0.584445
0.576348 -3.08804 0.576348
0.568081 -3.08804 0.568081
0.559661 -3.08804 0.559661
0.551102 -3.08804 0.551102
0.542417 -3.08804 0.542417
0.533619 -3.08804 0.533619
0.524717 -3.08804 0.524717
0.515722 -3.08804 0.515722
0.506643 -3.08804 0.506643
0.497487 -3.08804 0.497487
0.488261 -3.08804 0.488261
0.478972 -3.08804 0.478972
0.469627 -3.08804 0.469627
0.46023 -3.08804 0.46023
0.450786 -3.08804 0.450786
0.4413 -3.08804 0.4413
0.431776 -3.08804 0.431776
0.422217 -3.08804 0.422217
0.412627 -3.08804 0.412627
0.403008 -3.08804 0.403008
0.393363 -3.08804 0.393363
0.383695 -3.08804 0.383695
0.374006 -3.08804 0.374006
0.364297 -3.08804 0.364297
0.354572 -3.08804 0.354572
0.34483 -3.08804 0.34483
0.335075 -3.08804 0.335075
0.325306 -3.08804 0.325306
0.315526 -3.08804 0.315526
0.305735 -3.08804 0.305735
0.295935 -3.08804 0.295935
0.286126 -3.08804 0.286126
0.276309 -3.08804 0.276309
0.266485 -3.08804 0.266485
0.256654 -3.08804 0.256654
0.246818 -3.08804 0.246818
0.236976 -3.08804 0.236976
0.22713 -3.08804 0.22713
0.217279 -3.08804 0.217279
0.207424 -3.08804 0.207424
0.197566 -3.08804 0.197566
0.187704 -3.08804 0.187704
0.17784 -3.08804 0.17784
0.167973 -3.08804 0.167973
0.158104 -3.08804 0.158104
0.148232 -3.08804 0.148232
0.138358 -3.08804 0.138358
0.128483 -3.08804 0.128483
0.118606 -3.08804 0.118606
0.108728 -3.08804 0.108728
0.0988478 -3.08804 0.0988478
0.0889669 -3.08804 0.0889669
0.0790849 -3.08804 0.0790849
0.0692018 -3.08804 0.0692018
0.0593179 -3.08804 0.0593179
0.0494332 -3.08804 0.0494332
0.0395478 -3.08804 0.0395478
0.0296617 -3.08804 0.0296617
0.019775 -3.08804 0.019775
0.00988774 -3.08804 0.00988774
0 0 0
